pl_name,pl_orbper,pl_rade,pl_bmasse,sy_dist,ra,dec,sky_coord.ra,sky_coord.dec
Kepler-1202 b,28.6851324,2.4,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.68559839,,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.6853212,2.69,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.68550305,,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.68549,2.52,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.6851324,2.4,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.6853212,,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1203 b,0.58800076,0.96,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800076,1.06,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800076,0.96,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800076,0.96,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800105,0.99,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,,1.216,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.5879933,1.01,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800105,,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1203 b,0.58800113,,,317.022,292.7734523,44.178088,292.7734523,44.178088
Kepler-1204 b,85.72950297,,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7350285,3.14,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7350285,3.14,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7428,3.0,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,,2.519,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7350285,3.05,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7357202,2.94,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7350285,3.14,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.7357202,,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1204 b,85.73629505,,,1175.22,289.4415238,42.4981476,289.4415238,42.4981476
Kepler-1205 b,1.0783902,1.6,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07839035,1.75,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07838971,,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07839035,1.75,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07839035,1.75,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07838971,1.98,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07839035,1.41,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,1.07839096,,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1205 b,,1.491,,698.485,290.2796734,41.5150499,290.2796734,41.5150499
Kepler-1206 b,1.21699352,,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.216997,1.45,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21699766,1.64,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21700038,1.58,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,,1.436,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21699766,1.64,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21699766,1.64,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21700038,,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1206 b,1.21699766,1.64,,762.019,295.9383737,49.7911337,295.9383737,49.7911337
Kepler-1207 b,13.68237119,1.53,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,,2.718,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.68237119,1.53,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.6823798,1.43,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.68246022,,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.68237119,1.62,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.6823798,,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.68201,1.6,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1207 b,13.68237119,1.53,,1754.19,295.0641963,49.3589615,295.0641963,49.3589615
Kepler-1208 b,11.08507637,2.42,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08507637,2.42,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08507658,2.5,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08507658,,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08507637,2.32,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,,2.256,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08515076,,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08487,2.6,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1208 b,11.08507637,2.42,,825.176,291.8812445,44.5557587,291.8812445,44.5557587
Kepler-1209 b,25.36855,1.31,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.36903196,,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.369116,1.51,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,,1.503,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.369116,1.48,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.369116,1.48,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.36900067,,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.369116,1.48,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.3690868,,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-1209 b,25.3690868,1.67,,505.531,287.5849352,49.1547328,287.5849352,49.1547328
Kepler-121 b,3.17741442,2.47,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.17741442,2.78,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.17741442,2.47,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.17741077,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.177422,2.34,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.17741442,2.47,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.17741748,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.1774266,2.84,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.1774146,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,3.1774146,2.65,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 b,,2.56,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.008011,2.27,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.00812595,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081117,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.00820122,,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,,2.552,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081183,3.06,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081117,2.64,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081183,2.69,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.00812,2.56,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081183,2.69,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-121 c,41.0081183,2.69,,510.523,286.1621273,39.6780204,286.1621273,39.6780204
Kepler-1210 b,8.07124073,1.56,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07127043,1.53,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07073,1.55,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07124073,1.56,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07123121,,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07124073,1.7,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07127043,,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,8.07124073,1.56,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1210 b,,1.672,,1176.53,292.8321598,48.2193376,292.8321598,48.2193376
Kepler-1211 b,11.01832,2.3,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01816836,2.55,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01796683,,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01816836,2.69,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01819178,2.64,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01816836,2.69,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01814619,,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01819178,,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,,3.16,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1211 b,11.01816836,2.69,,1826.53,285.7207618,40.8569116,285.7207618,40.8569116
Kepler-1212 b,12.94130146,1.77,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94129069,,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94126731,,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,,2.086,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94130146,2.14,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94123564,1.7,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94123564,,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94130146,1.77,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.94130146,1.77,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1212 b,12.9413,1.9,,1316.57,296.8534096,50.0373196,296.8534096,50.0373196
Kepler-1213 b,5.34982412,0.92,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,,1.595,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.349791,,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.34982412,1.19,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.34982412,0.92,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.349325,1.21,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.34982412,0.92,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1213 b,5.349791,1.29,,807.812,289.4858423,50.9441967,289.4858423,50.9441967
Kepler-1214 b,18.82634264,2.49,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.8262877,,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.8264395,,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.82634264,2.49,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.82634264,2.36,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,,2.096,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.82634264,2.49,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.82735,2.7,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1214 b,18.8262877,2.34,,729.227,285.1427113,49.8006565,285.1427113,49.8006565
Kepler-1215 b,4.76702759,,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76703963,1.22,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76703963,1.22,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76703963,1.22,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.767029,1.54,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76703963,1.22,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,,1.121,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76702759,1.19,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1215 b,4.76704451,,,661.022,297.4636477,48.1813978,297.4636477,48.1813978
Kepler-1216 b,4.37034536,1.39,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,,1.455,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37061307,,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37033233,,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37034536,1.46,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37033233,1.56,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37034536,1.46,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.370381,1.33,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1216 b,4.37034536,1.46,,1258.36,287.4052661,45.917979,287.4052661,45.917979
Kepler-1217 b,2.03231907,1.87,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03232507,1.91,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03231907,,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03231664,,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,,1.851,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03232507,1.91,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.032324,1.62,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03232507,1.99,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1217 b,2.03232507,1.91,,1347.71,289.1866841,50.9375614,289.1866841,50.9375614
Kepler-1218 b,22.92272,1.47,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221266,1.36,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.92295825,,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.92213644,,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221266,1.36,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221181,1.33,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,,1.742,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221266,1.44,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221181,,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1218 b,22.9221266,1.36,,840.503,291.5788505,44.5316825,291.5788505,44.5316825
Kepler-1219 b,16.10467749,2.12,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,,3.03,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.1051008,,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10474503,3.21,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10438325,,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10467749,1.32,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10519,1.66,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10467749,1.32,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10474503,,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-1219 b,16.10467749,1.32,,880.895,297.2158443,47.3785082,297.2158443,47.3785082
Kepler-122 b,5.76616658,1.84,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76617305,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76616557,2.27,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76616658,1.84,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,,2.423,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76616557,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.766193,2.34,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76616658,2.26,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76616658,1.84,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.766148,1.92,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 b,5.76629009,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46606378,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.465988,5.87,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46600444,5.65,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46599556,4.66,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46599556,4.66,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46600444,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46600439,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46599556,5.62,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,,6.017,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.46599556,4.66,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 c,12.466071,4.7,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.5878875,1.89,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,,2.328,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.58622462,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.587475,2.2,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.58752788,2.18,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.58704822,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.5878875,1.52,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.5878875,1.52,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.58738,1.82,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.5878875,1.52,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 d,21.58752788,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9962369,2.39,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9963981,1.93,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9963981,1.93,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9963981,1.93,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.99461932,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,,2.549,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.99441,1.85,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,38.0,2.02,27.7,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9962369,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.993273,2.6,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.99487832,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 e,37.9963981,2.38,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.25696,1.79,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,,2.369,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2587885,1.81,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2587885,2.15,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2587885,1.81,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.26038914,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2590881,,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2590881,2.22,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.268,1.75,36.0,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-122 f,56.2587885,1.81,,1027.45,291.1118647,39.9490248,291.1118647,39.9490248
Kepler-1220 b,7.42693741,1.37,,961.907,297.070398,42.9777396,297.070398,42.9777396
Kepler-1220 b,7.42693741,1.37,,961.907,297.070398,42.9777396,297.070398,42.9777396
Kepler-1220 b,7.42693741,1.52,,961.907,297.070398,42.9777396,297.070398,42.9777396
Kepler-1220 b,7.42716,1.38,,961.907,297.070398,42.9777396,297.070398,42.9777396
Kepler-1220 b,7.42693741,1.37,,961.907,297.070398,42.9777396,297.070398,42.9777396
